id,filename,topic,essay,class
45,0163.a2.txt,Imprisonment - a bad solution,"Do you think that imprisonment is a just and natural penalty for somebody who has committed a felony? Do you think that imprisonment prevents crime and protects the public? You had better reconsider, because this is not the case. Imprisonment, as punishment in general, is based on certain principles. It should, for example, deter people in general from criminality, as well as ""cure"" criminals, that is, deter them from relapsing. It should also protect society from dangerous convicts. However, my main argument is that imprisonment serves neither of these purposes. I will not discuss the ethical and moral aspects of imprisonment as a punishment, only the practical. 

To begin with, the deterrent effect of imprisonment is not as good as one could wish for. Of course nobody wants to go to gaol, but still, exemplary punishment does not work satisfactorily, as new crimes are obviously being committed all the time. One reason for this is that someone who commits a felony naturally counts on not being caught. Another reason that can be applied here in Sweden is the remarkably good conditions in the prisons and the fact that most prisoners are released before the stipulated time is at an end. I would say that Swedish prisons are the least deterrent ones in the world.

As to ""cure"" individual convicts, imprisonment is no great success either. When finally released, the former prisoner might actually be revengeful and even more disposed to committing crimes than before. Another problem is that young criminals in prison are likely to be influenced by older and more experienced prisoners to be more violent and commit more serious crimes. 

Being imprisoned, and especially being forced to live under the awfully bad, not to say inhuman, conditions that you can easily find in foreign prisons, might cause you psychological damage. It is not unlikely that a prisoner develops a mental disturbance, which of course is a disadvantage to society as a whole as well as to the affected individual. In combination with, for instance, a desire for revenge, the prisoner might be a threat to the public when he or she is released. Besides, even if the former prisoner is entirely sane, readjusting to normal life can be very difficult. Imprisonment is thus a very destructive punishment.

But surely it cannot be denied that imprisonment protects the public from dangerous criminals? Yes, it can, because we are only protected against those who are imprisoned for the moment. Consider for a moment that most of them will eventually be discharged, and add to them all those who commit felonies without being convicted, and the undetected psychopaths that probably exist to some extent in society. Do you feel secure just because there are prisons? No; on the whole they do not make much difference. Yet the existence of prisons creates a feeling of security in people, because they can be sure that they will not be subjected to the particular convicts that are imprisoned for the moment. They also know that the state takes its responsibility by punishing criminal deeds. If people did not have this feeling, however deceitful it is to me, society would face great problems. The question is: would the public feel secure and have trust in the authorities if prisons were abolished? I do not think that they could be completely done away with, but they could to a considerable degree be replaced by other penalties.

So far I have not mentioned the economic aspects of this question, something that in most cases is very important. Prisons, and again the Swedish ones especially, are expensive to run. The state has to provide for the prisoners, and perhaps their families too, by granting social allowances, and also pay for the rehabilitation after the release.

Imprisonment is thus both ineffective and uneconomical. I wish to see more of constructive and inexpensive penalties, such as community service and probation by an electronic shackle, and more specialised treatment of young convicts. In the long run, society is negatively affected by the existence of prisons.",0
46,0165.a2.txt,To preserve a language,"In these times of Anglicisation of languages there are some countries fighting against this development. The best known among these are France and Iceland. In various ways the people of these nations try to protect their languages against the wave of English and anglicised words. I understand the countries defending their languages and I think that what they are doing is right. In this essay I will try to show that they are taking a step in the right direction.

People in other countries think that what the French and the Icelanders are overprotective and too conservative; they say that countries should not be against a natural development of one language - in this case English - becoming a world language. But in some countries the opposition to this development creates a very strong nationalism and feeling of togetherness. In the case of Iceland, a country with a very small population (only 275, 000 inhabitants), this nationalism is very important to keep the language alive. In Reykjavík the government has created a committee charged with making new Icelandic words replace foreign ones. France, on the other hand, is not fighting for the existence of its language, but for a top-ranking on the list of world languages. This also creates nationalism; a ""political nationalism"" which in some respects is very extreme in not allowing English words in advertisements and other ""public texts"". Moreover, the television channels must show French films during at least 40 % of their broadcasting time. This may seem very restrictive but I do not think the laws are unusually strict considering the goal: to preserve the language.

Even though some of these measures taken can be seen as overprotective and too conservative I believe that they are necessary in order to preserve the languages and to avoid words like the half Swedish half English 'shoppa' and 'printa'. These half foreign words can, however facilitate the learning of a dominant language like English, because then the learner already has an idea of what the word can mean in the new language. But, of course, if being forced to learn both the foreign word and the word from one's own language one gets a broader knowledge of etymology. This phenomenon of ""invented words"" in Icelandic and French can be a help when foreigners learn these languages, because if the learner knows a large number of short common words he is more likely to figure the meaning of longer solid compound words. One example of this in Icelandic is the word for 'copying machine' which is 'ljósritari', meaning 'light drawer'. In French there is the word for 'snow-plough' which is 'chasse-neige' meaning 'snow chaser'. These invented words force serious learners to find out the meaning of three words (ljós, ritari and ljósritari), thus learning three words instead of one.

Is it worth while for the countries to struggle? I think there are strong arguments for it. Iceland not only preserves its ancient language, but is also getting attention abroad for the struggling and its success and in this way spreads the message that it is worth the effort if a country really wants to preserve the originality of its language. People in France and the French government's defending against the influx of English - in spite of their perseverance being somewhat more extreme - also gives the wanted result. These two peoples concern about their languages will no doubt bear fruit in the future in passing over feeling of pride to coming generations. One strong argument for trying to preserve one's language is that so much of the national identity is embedded in the language.",0
47,0167.a2.txt,"One of the common replies to such an argument as I have mentioned above, is that alcohol also is one of the main reasons to this kind of problems. ""So, if alcohol is legal, why should not narcotics be"", the advocates of the legalisation of narcotics would say. But, making one terrible mistake does not entitle us to make another one. It is true that we do already have a lot of trouble in our society due to alcohol, which is sad enough. But I do not believe in making alcohol illegal, though, because the use of it has such deep traditional roots in our history and I think this tradition with, for example, the ceremony to drink a toast to someone on a special occasion, would therefore be extremely difficult to change.","The matter of whether to legalise narcotics or not has been lively discussed for many years. Despite that fact, it is still a current subject of importance not to be ignored, especially due to the lately increasing use of narcotics by the teenagers, as a ""weekend-ecstasy"". This is a rather complex topic to discuss, why I have chosen three main subjects to concentrate on: 
 Would the curiosity decrease and lead to less use of narcotics, if the drugs where legalised? 
 Is it up to every single individual to make their own decision whether to use drugs or not - while no one else would have to suffer? 
 The society already has huge costs referring to the use of alcohol, so why would alcohol be legal if narcotics are not? 
Personally, I find myself to be quite curious. I also want to make my own decisions as an individual. But still I am very determined that the legalisation of narcotics would lead to a terrible and unnecessary decay of the Swedish society.

Even if I where curious enough to test narcotics, I do not believe I would be less curious if it was legal. On the contrary I think the legalisation would increase my possibility of trying narcotics, because it would be much easier to get hold of it. It would probably be considerably cheaper to. A legalisation would actually bring the message that ""narcotics can not be that bad - after all, it is accepted"", which would make even more people have a liberal view of narcotics. I am sure that would definitely lead to an increase of the use of it, according to many psychological studies.

From another psychological point of view, it seems to be rather important that you, as an individual, feel that you have the possibility to make your own decision how to live your life. I agree, as long as your actions do not have a negative effect on other people. But this is just the point that makes the argument that ""every individual has the right to make their own choice whether to take narcotics or not"" is not a durable argument why narcotics should be legal. People might think that using drugs is really ""up to them"", no one else has to suffer. But that is certainly not true. The whole society suffers of many effects that could easily be referred to drugs. A considerable part of the criminality and health-care-costs and the costs of treating the lately escalating number of adolescent people who need psychological help due to the use of the rather new, and among youths very popular drug, ecstasy are just a few examples of the negative effects. 
The worst effect of how the use of narcotics effects people in the user's surrounding is the social one, I think. My best friend's brother has been using narcotics of different kind since he was about 13 (he is 36 today). He will never become a mature, responsible adult, even if he would succeed in getting rid of his addiction to drugs (one of the effects of hashish is that it stops the psychological development if used during the adolescent). His use of drugs has effected his whole family's life in many tragic ways, and it still does. 
Unluckily, the argument that every single person must have the possibility to make their own choice, advocating for legalisation of narcotics, is often considered to be one of the most attractive to the youths during their process to become free and independent individuals.

Another point is that the decomposition of alcohol is much faster than that of marijuana for instance. Marijuana may remain in the body up to about 30 days. That would make it impossible to most people to actually use narcotics even in the weekends, if they are not going to be intoxicated during their time at work. If you drink alcohol in a Saturday evening, you can be pretty sure to be free from it in the Monday morning. But if you smoke a joint of marijuana, you will never know if you are going to have ""flashbacks"" any time in the following 30 days or not. I do not think that even advocates for the legalisation of narcotics would like to be operated by a doctor intoxicated by marijuana, ecstasy or any other drug. 

As I mentioned above, the whole society suffers already in many different ways due to drugs of different kinds. Legalisation of narcotics would make that suffering even worse, because it would increase the use of narcotics. It is also certainly not true that the drug-users do not effect any other people. The argument that narcotics ought to be legal because alcohol is legal can not be taken as a durable argument either. If we wish a society where most people are given the possibility to grow up in harmony and become empathetic and responsible adults who cares about other people, we have to make sure that narcotics will never be legalised here in Sweden.",0
48,0168.a2.txt,The Ivory Trade-why the selling of elephant ivory should be made legal,"Ivory trading dates back hundreds of years, and did not present any serious threat to the elephant populations until the sudden influx of whites into Asia and Africa during the last two centuries. Following this, the Indian and African elephant populations have since plummeted. The Great White Hunter decimated the vast herds until only a few hundred remained. Ivory that then constituted the proud trophies of these hunts came into focus of environmentalists. Following a successful campaign, an international agreement banning the trade of elephant ivory was signed. However, lately this ban has come under fire. The rise of elephant populations, along with the increasing poverty of the African countries in particular, has changed the elephant, in the eyes of local populations, from an endangered species to a pest. In this essay, I shall therefore argue for a lifting of the ban on the trading of elephant ivory. My arguments are based on giving elephants the status of a resource rather than a pest. The economic incentives for farmers and the government, will protect them better than laws. My essay shall explain this further. I shall also take into account the counter-arguments of my proposal. 

The ban on ivory trading was mostly concerned with the African elephants. These had, as mentioned above, suffered as massive drop in numbers due to over-hunting by whites wanting a trophy, or professional hunters supplying carvers, who created status goods. The ban allowed the elephants to increase in number. 

Yet in recent years African farmers have remained poor and become more dependent on agriculture as a source of income. Elephant herds eat vast amounts of food; crops and trees. Herds destroy crops when migrating. To protect resources, elephants are killed, much like pests, despite laws protecting them. If elephants themselves had the monetary value of a resource, farmers would have less reason to eradicate them. Pests are creatures which destroy resources without having any value themselves. However, one does not kill a pest which can produce money. Currently, farmers know ivory has a black market value, and feel bitter over rangers burning tusks they have confiscated. Poverty only increases this bitterness. In India, elephants are not as mistreated as their African counterparts because they have value(1).

Both government and elephant would, for two reasons, also benefit from lifting the ban. Firstly, the selling of ivory would allow nature reserves to fund themselves. This would allow the governments to divert funds to more pressing issues. Currently rangers shoot elephants to keep numbers down and burn their tusks. In South America state selling of furs from endangered monkey species has allowed more funds to be diverted to the preservation of these species. Secondly, governments wish to use the resources available to generate the income needed to care for their population. They are reluctant to set aside land for nature reserves, as elephants generate little income in proportion to the land used(2). Giving elephants the status of a natural resource would create an economic justification for their continued existence. Therefore, if elephants had value besides adding to the diversity of the savannah, governments would be more willing to grant elephants land, allowing their numbers to increase. Governments of poor countries will respect the income elephants can bring in more than laws banning ivory sales(3). 

Of course, similar schemes have failed when countries were unable to provide proper regulation. This is especially true of poor countries. However, many reserve rangers make up what they lack monetarily and legally, with loyalty, determination and sheer bloody-mindedness. If the local population had incentive to protect elephants from poachers, they could be used to guard herds too. Currently, they have none. Legalising ivory trade would also stop poachers. Buyers of ivory will buy tusks from a legal source, rather than obtaining it illegally.

Though I find it sad that humans need an economic justification to allow the continued existence of creatures, the fact that this is deplorable, does not change the reality of it. In the current world of free markets, the best way to protect something, is to give humans an economic reason to do so. Lifting the ban on the trade of elephant ivory would do that for elephants. For better, for worse, appealing to human greed would seem to be the best way to protect the elephant from extinction. 

(1) Indian elephants are in fact much more integrated with humans than African elephants, raised lovingly by individuals, and highly valued and respected by the rest of the population. They are used as beasts of burden and have religious significance. When domesticated elephants die, their bells are hung above a plaque designating whom they belonged to, much like a gravestone.

(2) This has changed somewhat in recent years what with the upswing in eco-tourism. However, since most creatures living on the African savannah are migratory, they require vast areas to live on, and are therefore hard to find. Some tourists are unwilling to pay money on the off-hand chance of seeing wild-life, forcing guides to use abusive methods to force wild-life to the tourists.

(3) This is not to say that these governments endorse the killing of elephants, but they do have schemes to keep their numbers down, and some agencies will turn a blind eye to local farmers killing them if they destroy crops. A single elephant can destroy the livelihood of an entire family.",0
49,0169.a2.txt,More Swedish pop groups should sing in Swedish,"Pop groups and pop stars play very important parts in teenagers' lives. They identify with artists or groups in many ways, for example by paying much attention to the lyrics of the songs. Increasingly more Swedish pop-acts gain success abroad and as a result to this more Swedish pop groups tend to start singing in English. 

Unfortunately it is practically obligatory for pop groups to write their lyrics in English, if they want to become worldwide famous. Those who sing in Swedish might be successful in other Scandinavian countries, but not in the rest of the world. When a Swedish pop group does gain success abroad, other Swedish artists realize that it's possible to come from Sweden and at the same time have worldwide success. And since it is essential to write English lyrics, they do. I believe that this development is bad for the young people in Sweden who need various musical role models. Since their Swedish idols don't sing in Swedish, they might feel that English is more ""cool"" and that the attitude towards Swedish might get worse. Swedish teenagers need music in Swedish since the language, among other things, helps them to feel connected to others and increases the feeling of belonging somewhere. Just as much as they need role models in real life, they need other forums where they can find guidance and identify with others, through magazines, TV-series, books and music. When trying to find people and opinions to identify with, music-wise, I believe it is important to find lyrics that they really understand and speak to them in their own language. Teenagers need young role models from their own country who have been growing up under the same circumstances and have same experiences. Listening to an American rap about American society couldn't be the same thing as listening to a song about the Swedish situation. 

The many new Swedish pop acts that have aroused lately support this argument. The need for good music in Swedish has been obvious this winter, when Swedish pop charts have been crowded by new, young Swedish music. Groups like Lok, Petter and Kaah express anger and frustration that have been recognized by many Swedish teenagers and probably wouldn't have had the same penetration if the lyrics were in English. The need for this kind of music is obviously enormous. These artists have had the same upbringing and sing or rap about the same society as Swedish teenagers live in and know. Groups who sing in English, and have the urge of gaining success outside of Sweden most often sing about things that people in different countries can rely to.

Unfortunately many Swedish pop groups don't seem to put that much of an effort into writing idiomatic English lyrics for their songs. They seem to write what they think sounds like good English, even though in many cases it don't. The English they perform, and which teenagers adopt, is not as good as expected. The demands for a lyric in Swedish to be perfect are much bigger than the demands for the ones in English. Many artists have been complaining over the years that writing lyrics in Swedish is too hard, and that English words have a better sound. But I believe that it just takes longer time to complete a good Swedish lyric and those who has been worked on usually turn out quite well.

It is however more or less legit nowadays to spice up Swedish in general with some English words and expressions every once in a while. I believe that the penitration of English in Swedish society is too rapid and unnecessary. The loanwords from English might lead to an impoverishment of the Swedish language and it might be used as a shortcut; instead of inventing new words we borrow English words. This development might arouse even more since teenagers today are used to having English around them all the time. They watch American TV-shows more frequently than Swedish ones and they listen to music in English. These are just two examples of the big flood of new English influence. English has become an increasingly common input in Swedish society; Swedish people don't even seem to react to this fact anymore. Teenagers are used to Swedish ice hockey teams with English names, companies and different brands are other examples. The message they get is that English is a better language than Swedish and that English should be used preferable. As long as the cool music is sung in English and the not so cool music is sung in Swedish, this situation strengthens. Perhaps the government or some other department should in some way encourage young people to write more music in Swedish. It's not up to me to say exactly how this would be preformed, but I think that much could be done to make the Swedish music-scene more various and vivid.

In short, the Swedish teenagers of today need to feel that their language is just as good as English. One good way to strengthen this opinion is to provide good Swedish music for them, with artists with the same background and with similar experiences. They need role models from the music industry that they can rely to.",0
50,0171.a2.txt,HOMOSEXUALS AS PARENTS?,"I have always fancied myself as a broad-minded person ready to accept almost anything in life; so when I was faced with the complex question of whether homosexuals should be allowed to adopt or have children through insemination I realized that I was not able to accept it. The questions I want to discuss in my essay are: is society ready to accept homosexuals as parents? How does it affect the children when they are brought up in a family where both parents are of the same sex?

According to Swedish law homosexuals are not permitted to adopt children, yet forty thousand children have homosexual (from adoption or through insemination). To be able to adopt in Sweden the person/s/ has to conceal his or her homosexuality which is not fair on the child. I believe that an adoption has to be approached from the child's angle and not looked upon as a right for the adult, the welfare of the child should always come first.

I do not condemn homosexuals or even question their ability to parenthood, everyone has the right to sexual preference; my main concern however is the psychological wellbeing of the child. Society is responsible to provide an environment for the adopted child where he or she has the possibility to develop in the best possible way. I also think that the psycho- logical development of the child will be put at risk if the parents are homosexuals; even though they would probably provide love, care and show responsibility towards the child. However to grow up with homosexuals as parents will be tough on the child since he or she will constantly be confronted with prejudice attitudes towards both male and female homosexuality from other people. In my opinion this will be a mental strain on the child. Futhermore a child should grow up with the clear understanding that children can only be conceived through a sexual relation between a man and a woman.

One can argue that would it not be better for a child to be raised in a family with happy, loving and caring homosexual parents rather than in a family of heterosexual parents that are always fighting? Of course the family environment has to be a healthy one; but I am still concerned with the way these children will be treated outside of their homes. Homo-sexuality is still not completely accepted in society and these people are often harassed and ridiculed because of their sexual orientation; to let a child be exposed to these prejudiced attitudes all the time must be placing unnecessary emotional strain on the child.

I think the association people have when they see homosexuals is not what they are like as people or parents, but we associate with the actual sexual acts they perform with each other. A lot of people find it offensive, vulgar and not normal and this is probably the core of the problem for homosexuals to be treated as other ""normal"" people in society. This could also be one of the main points why society is not ready to accept homosexuals as parents. I maintain however that children need both a male and a female rolemodel so they can identify themselves with both sexes. It must be very confusing to have either two mothers or two fathers; who is who in the relationship, and who will the child identify him or herself with. 

Iceland is the only country in the world where registered homosexual partners have the ame right as heterosexuals to adopt children. So even from a global point of view it seems like the majority of people are not ready to accept homosexuals as parents and I believe it will take a long time to change the attitudes on this subject.

As I mentioned before this is a very complex issue and one cannot state that homosexuals are not capable of being good parents. We live in a world which is full of prejudice and therefore one always has to consider what is best for the child and therefore in the interest of what is best for the children why should we add extra stress to their everyday lives; it might be difficult enough to live with the fact that one has been adopted why then add more emotional strain by having homosexual parents? No we are not yet ready for homo-sexuals as parents if we ever will be.",0
51,0172.a2.txt,The computer is here to stay.,"More and more people are buying computers nowadays. And more people with a low income have the chance to rent or buy these computers through their unions or employers. The computer industry is growing very fast and it might be quite difficult for people to do without a computor in the future. I believe that we have to accept the fact that the computor is here to stay. In this essay I will first of all illustrate three main arguments against the use of computers and in the second half three main arguments in favour of this use.

The computor has been a part of our society for some years now. Some people might think it quite unnecessary to have one if you don't study or have a job that require computer use. Computers are expensive and perhaps students have difficulty financing one. And since these machines grow out of date so quickly it may seem like a bad investment. 

In the second place, it is perhaps possible that some people get lazier when they sit all day in front of a computer. In all kinds of ways. If you use your computer to write, for example, an essay it is unnecessary to own a dictionary since you have word processing that takes care of spelling problems and bad grammar. Encyclopaedias will be less useful if you have the internet, where there are lots of information to be found. Computer users will not have the need to go or take the bus to the library since there are so many things that the computer can achieve. Looking at it from a health perspective this is not an advantage to human beeings.

Thirdly, the computer might split up families. Many children sit in front of computers playing computer games for hours. When children search for information on the internet they might come across inappropriate subjects, for instance, pornographic pictures and propaganda from political extremist groups. And since children and their parents sit in front of the computer one at a time the parents don't always see what the children are up to. But one of the main problems is that the members of the family hardly ever get the chance to gather and communicate. 

Perhaps it is time for some people with conservative attitudes to realise that the computer is a necessity in society of today. Instead of trying to oppose oneself to the development of modern technology we must try to make the best of the situation. And since the children, who are now growing up, are born with computers and use them everyday at school it has become a natural phenomenon for them.

E-mail is one of the advantages with computers. It is now possible to send messages to people all over the world in an instant and to receive a message just as quickly. And many love affairs have begun when people have ""talked"" to each other via the internet. It can have it's advantages to get to know a person's inner qualities before you form your opinions about the outside. Another advantage is that you can receive the latest news in a very short time. And, for example, all sorts of information about schools, museums and cinemas. It is also possible to create your own homepage and in that way people who has got the same interests get together and exchange experiences. 

And last but not least, think about how easy it is to write a letter or an essay or some other document with a computer and it's word processor. And to rewrite these documents. The writingprocess is so much more rewarding when you are able to concentrate on the writing itself. Instead of worrying about details like rewriting by hand.

To sum up this essay I would like to point out that, even though we live in a society that is growing in all kind of ways, we have to adjust the best we can. And to think of the computer as a helping hand makes it all easier. We as human beings are still superior to the machines in many ways.",0
52,0173.a2.txt,Regulate the Swedish import of American films,"The United States has for a long time dominated the world's film production. The number of new American productions is constantly increasing, and many of its actors are well known all over the world. American culture and society has become part of many people's everyday life, in spite of the fact that they live in completely different countries. The youth of Japan might know more about the American school system, than about their own, as a result of the many hours spent in front of Beverly Hills. And if Europeans tend to know a lot about the judicial system, it is more likely about the American judicial system than their own, because of the large number of American successes dealing with laywers, as The Firm and Ally McBeal. In studios all over the world, native actors do their best to imitate the voices of American actors, with the aim to make the movies understandable to their compatriots. In the meanwhile, domestic productions are neglected, and non-american film producers find themselves struggling against a power, which is far too strong to challenge. 
In 1991 a resolution of the Swedish Riksdag regulated the number of American productions in the state's television channels, in order to promote both the domestic and the European film and television industry. The result has been a greater variaty in the programs, and the creation of many high-quality Swedish productions made for television. But for the Swedish film-industry the problem remains intact. The Riksdag resolution should therefore be extended to include this domain as well. A regulation of American movies imported by Swedish cinemas would result in a more fair competition for the filmgoers.
Film as a medium is an effective way to disseminate ideas and knowledge about different cultures. With this as an aim, it is often used in the schools as an alternative to textbooks, giving the students a deeper and more nuanced knowledge than can be recieved only by reading or listening. While watching a foreign movie, the students are given the possibility to get an insight into a different country and its features, as well as into the everyday life of its inhabitants. In this way the film serves to increase the comprehension for other cultures and hopefully promotes a more positive attitude to immigrants and to the cultural diversity of our country. A regulation of the import of foreign movies would imply a reduced number of American films in favour of both Swedish and other non-american movies. This diversity at the cinemas would serve in the same way as in the schools, but reach out to more people.
A regulation of the film-import would also be of great importance to Swedish producers and actors. By now only a few Swedish productions are up at the cinemas, because of the keen competition. Among the small number of films actually shown, many are seen only by a minority. A case in point is the film made by the Swedish producer Lisa Ohlin, Veranda för en tenor, which was performed for the first time last summer. In spite of great and well known actors, a highly commended script and dazzling reviews, the film was shown only in a few cities and had a surprisingly small audience. This was the result of far too many bad experiences with similar films, which had been neglected by Swedish filmgoers, in order to favour one of the American productions instead. A regulation of the import would stimulate the Swedish film industry and give the native producers the opportunity to reach out to their audience. It would favour the cultural life of Sweden as well as promote more jobs.
In the debate about a proposed regulation it has been claimed that a implementation of the same would conflict with the freedom of competition. It is true that the Swedish film industry then would not compete at the free market, and that a legalisation of regulation would be against the democratic rights. But what is even more dangerous for a small country like Sweden is actually the present situation; a situation where we find ourselves discriminated and brushed aside by a gigantic competitor, which nearly has a monopoly of the world's film production. For the individual the standardization of the present supply is a threat, even though it is a result of free competition and not of some totalitarian state's censorship.
A regulation would serve to give the Swedes a greater possibility to choose on their own what kind of film they want to see. It is the only way to combat the present standardization and to recapture the control over an important domain of Swedish cultural life.",0
53,0174.a2.txt,"Give your children the best start in life, give them your time.","I am of the opinion that there is not many parents that really want their children to be brought up in the arms of the day-nursery, in a big group of children with little space to play and move around, with over-worked staff to inspire them. In other words why do we have children if we do not intend to spend any time with them to build up a good relationship and give the child a solid and hopeful trust in you and a good base to start from when they go out to explore the world. Therefore stay at home and take care of your children, it will give them the best start in life. 

The reason why we have this situation today started under the beginning of the twentieth century when the picture of the ideal family was changed. It was influenced by the so called modernisation project. Experts were consulted to make the families futures perfect, with the main interest that the family in the best way should be able to fit into the industrial worlds expanding production. In that perspective the child was seen as a burden or an impediment for the parents working ability. Due to that the Myrdal couple introduced the social engineering concept in reality. Their concept was that well trained staff, that knew better than the parents how to raise and take care of the growing children, would take care of them when the parents worked. 

Therefore being aware of the social engineerings false message that the best thing for your child is to be taken care of by specialists educated specialy for that purpuse. Is without doubt not true. On the contrary I am convinced that parents are the once that know what is best for their child. The home is the natural place for the child to learn about rules and putting valuations on different things. The ethical and moral foundations that are given in the boundaries of the family is of big importance for the childs continuous progress. In the little group a family consist of, every member gets the opportunity to meet love, thoughtfulness and understanding, but also meet claims and take responsibilities. In this way a family establishes a communion. Owing to all human beings desire to be seen and being a person that is not exchangeable, a person with unique qualities.

Undoubtedly you can see the result of making the state responsible of taking care of the growing generation, in the negative way of disciplinary problems in school today. Nevertheless it seems as parents trust the school and other authorises to take care of the childrens upbringing. Due to the shortage of money in school and the states education politic today it consequently lead to teachers leaving the schools because of a bad working atmosphere. It does not seem as a stable and good base to trust the important support of your childs basic stability. They need a good support from their homes more than ever. The earlier we start the better, all to prevent a falling through the system.

Furthermore extensive investigations clearly indicate that parents wish to decide how their children are going to be brought up during their first important years. For instance the reform that offered parents to have an extra care-subsidy to be able to take care of their children without a big loss of money proved that seventy percent of the families wanted to stay at home. What is more, the reform also pointed out that many parents looked for an alternative to the municipal child-care, some private care there the parents have more influence on how to take care of their children. 

For these reasons I am convinced being in a small group with much time for the individual as in a family is the best start in life. The biggest responsibility for the children is a priviledge that you as a parent not shall resist. According to UN:s convention for children ""the best thing for the child is the most important aspect"". Owing to this we shall not let the strong economical powers, force us to leave our children to the confidence of state management. In other words we must encourage the parents and give them confidence to choose in which way their children are going to be brought up. It is evident that the joy and delight to see your childs progresses is worth every eventual shortage of money. Being aware of that you yourself at the same time are helping them to a better start in life. Just being yourself and be present will build up a mutual respect that will hold your whole life true. I am convinced that your child gets the best start in life at home with you. Owing to the family as an still important unit in society.",0
54,0175.a2.txt,Arguments to take stand against capital punishment,"Before I joined Amnesty International I had a lot of thoughts about the death penalty. I didn't know whether I was for or against the punishment. Now I know for sure that I am against the capital punishment. My conviction is based on three arguments against death penalty: the state can't show that it's wrong to kill by killing, someone that is not guilty can be convicted and death penalty does not act as a deterrent.

I think that everybody can understand that the relatives of the victim want some sort of revenge on the person who might have killed their family member, but I don't think a state can show its citizens that something is wrong to do by doing exactly the same thing but in the name of the law. The Government must think in terms of right and wrong and shouldn't let emotions take over. People that is affected by a loss, on the other hand, aren't able to think clearly. Of course we must understand the feelings those people have but I don't think that the Government should show that they care about their citizens by killing some of them. We have to remember that we can't get someone we love back by killing someone else. I think it's important to stress that people who commit terrible crimes should be punished, but that should be done using other punishments than death penalty for example lifetime punishment.

One argument you often hear from people who are advocating death penalty is that it is much cheaper to execute a criminal than to keep him or her in prison for life. That is not true, though. It has been proved that the trial that precede a death penalty is much more expensive than a lifetime punishment. Even if the trials are very thorough there are still people who are not guilty that get judged. In the USA the majority of the prisoners convicted to death are black men who have lived their lives in poverty. Poor people can't afford the best lawyer and because of that they can be wrongfully convicted. The possibility to kill an innocent person is reason enough to be against death penalty. The Government can't pay back the loss it has caused the innocent person's family. In these cases there is just another victim and no problems has been solved.

People that advocates death penalty maintain that the capital punishment keeps people away from committing crimes. This argument is not true either. In countries where they still have death penalty people commit higher amounts of serious crimes than in countries that don't have this punishment. I think that this fact proves that the capital punishment doesn't work as a deterrent. I think lifetime punishment is much better than death penalty. I advocate lifetime punishment because I don't think a victim or its relatives who might have been harassed by a criminal should fear that it could happen again. I also advocate this kind of punishment because if it appears that the person who is convicted is innocent, he or she will still be alive. Even if you can't pay back for years behind bars, the innocent person can live the rest of his life in freedom which you can't let a dead person do. I think the best thing a society could do is not to scare people away from committing crimes, but to prevent crime. As an example this could be done by developing a better and more equal school system. This is of course very expensive, but if we put an end to capital punishment I think we could afford it. 

It is not always easy to be against death penalty. When you hear about people who rape and kill innocent children it is easy to feel that this person deserves to die. I also think it's quite normal to feel this way, but I still don't think the Government can show us what we do wrong by doing exactly the same thing. There are many more arguments to take a stand against the capital punishment, but for me the three I have presented here are reasons enough to stop this cruel punishment.",0
